keyphrase,cluster_id,document_id,experiment_id
recur charge inquiry,8,688da4a756cd4d67b0bf9fcf,umap_2_hdbscan_3
direct deposit delay,6,688da4a756cd4d67b0bf9fd0,umap_2_hdbscan_3
direct debit issue,3,688da4a756cd4d67b0bf9fd1,umap_2_hdbscan_3
fraudulent transaction dispute,0,688da4a756cd4d67b0bf9fd2,umap_2_hdbscan_3
pende deposit inquiry,-1,688da4a756cd4d67b0bf9fd3,umap_2_hdbscan_3
online access block,-1,688da4a756cd4d67b0bf9fd4,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd5,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd6,umap_2_hdbscan_3
direct deposit delay,6,688da4a756cd4d67b0bf9fd7,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a756cd4d67b0bf9fd8,umap_2_hdbscan_3
direct debit failure,3,688da4a756cd4d67b0bf9fd9,umap_2_hdbscan_3
direct deposit issue,5,688da4a756cd4d67b0bf9fda,umap_2_hdbscan_3
fail direct debit,2,688da4a756cd4d67b0bf9fdb,umap_2_hdbscan_3
unauthorized transaction dispute,4,688da4a856cd4d67b0bf9fdc,umap_2_hdbscan_3
debit rejection issue,9,688da4a856cd4d67b0bf9fdd,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fde,umap_2_hdbscan_3
direct deposit issue,5,688da4a856cd4d67b0bf9fdf,umap_2_hdbscan_3
card issue resolution,10,688da4a856cd4d67b0bf9fe0,umap_2_hdbscan_3
online access block,-1,688da4a856cd4d67b0bf9fe1,umap_2_hdbscan_3
deposit posting delay,12,688da4a856cd4d67b0bf9fe2,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4a856cd4d67b0bf9fe3,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe4,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe5,umap_2_hdbscan_3
direct deposit delay,6,688da4a856cd4d67b0bf9fe6,umap_2_hdbscan_3
direct debit issue,3,688da4a856cd4d67b0bf9fe7,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a856cd4d67b0bf9fe8,umap_2_hdbscan_3
unauthorized charge inquiry,4,688da4a856cd4d67b0bf9fe9,umap_2_hdbscan_3
direct debit failure,3,688da4a856cd4d67b0bf9fea,umap_2_hdbscan_3
direct deposit delay,6,688da4a856cd4d67b0bf9feb,umap_2_hdbscan_3
direct deposit delay,6,688da4a856cd4d67b0bf9fec,umap_2_hdbscan_3
fraudulent charge inquiry,1,688da4a856cd4d67b0bf9fed,umap_2_hdbscan_3
mortgage payment pende,-1,688da4a856cd4d67b0bf9fee,umap_2_hdbscan_3
lose debit card,9,688da4a856cd4d67b0bf9fef,umap_2_hdbscan_3
direct deposit delay,6,688da4a856cd4d67b0bf9ff0,umap_2_hdbscan_3
card decline issue,10,688da4a856cd4d67b0bf9ff1,umap_2_hdbscan_3
direct deposit issue,5,688da4a856cd4d67b0bf9ff2,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4a956cd4d67b0bf9ff3,umap_2_hdbscan_3
upi transfer failure,11,688da4a956cd4d67b0bf9ff4,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4a956cd4d67b0bf9ff5,umap_2_hdbscan_3
unauthorized transaction dispute,4,688da4a956cd4d67b0bf9ff6,umap_2_hdbscan_3
online fraud dispute,-1,688da4a956cd4d67b0bf9ff7,umap_2_hdbscan_3
direct deposit delay,6,688da4a956cd4d67b0bf9ff8,umap_2_hdbscan_3
charge recognition inquiry,8,688da4a956cd4d67b0bf9ff9,umap_2_hdbscan_3
card app display issue,10,688da4a956cd4d67b0bf9ffa,umap_2_hdbscan_3
subscription charge inquiry,7,688da4a956cd4d67b0bf9ffb,umap_2_hdbscan_3
direct deposit issue,5,688da4a956cd4d67b0bf9ffc,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4a956cd4d67b0bf9ffd,umap_2_hdbscan_3
direct deposit delay,6,688da4a956cd4d67b0bf9ffe,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a956cd4d67b0bf9fff,umap_2_hdbscan_3
direct deposit delay,6,688da4a956cd4d67b0bfa000,umap_2_hdbscan_3
direct debit failure,3,688da4a956cd4d67b0bfa001,umap_2_hdbscan_3
direct debit failure,3,688da4a956cd4d67b0bfa002,umap_2_hdbscan_3
block account access,-1,688da4a956cd4d67b0bfa003,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4a956cd4d67b0bfa004,umap_2_hdbscan_3
kyc verification,11,688da4a956cd4d67b0bfa005,umap_2_hdbscan_3
mortgage payment reschedule,-1,688da4a956cd4d67b0bfa006,umap_2_hdbscan_3
direct deposit issue,5,688da4a956cd4d67b0bfa007,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4a956cd4d67b0bfa008,umap_2_hdbscan_3
decline card issue,-1,688da4a956cd4d67b0bfa009,umap_2_hdbscan_3
direct debit failure,3,688da4a956cd4d67b0bfa00a,umap_2_hdbscan_3
charge dispute process,-1,688da4a956cd4d67b0bfa00b,umap_2_hdbscan_3
subscription dispute,7,688da4a956cd4d67b0bfa00c,umap_2_hdbscan_3
debit card decline,9,688da4a956cd4d67b0bfa00d,umap_2_hdbscan_3
unauthorized charge inquiry,4,688da4a956cd4d67b0bfa00e,umap_2_hdbscan_3
direct debit failure,3,688da4a956cd4d67b0bfa00f,umap_2_hdbscan_3
fail payment inquiry,2,688da4a956cd4d67b0bfa010,umap_2_hdbscan_3
fraudulent charge inquiry,1,688da4aa56cd4d67b0bfa011,umap_2_hdbscan_3
pende debit investigation,-1,688da4aa56cd4d67b0bfa012,umap_2_hdbscan_3
fail direct debit,2,688da4aa56cd4d67b0bfa013,umap_2_hdbscan_3
debit card decline,9,688da4aa56cd4d67b0bfa014,umap_2_hdbscan_3
direct debit failure,3,688da4aa56cd4d67b0bfa015,umap_2_hdbscan_3
password reset issue,-1,688da4aa56cd4d67b0bfa016,umap_2_hdbscan_3
direct deposit delay,6,688da4aa56cd4d67b0bfa017,umap_2_hdbscan_3
direct debit failure,3,688da4aa56cd4d67b0bfa018,umap_2_hdbscan_3
recur charge inquiry,8,688da4aa56cd4d67b0bfa019,umap_2_hdbscan_3
deposit delay issue,12,688da4aa56cd4d67b0bfa01a,umap_2_hdbscan_3
fraudulent transaction review,0,688da4aa56cd4d67b0bfa01b,umap_2_hdbscan_3
payment issue resolution,13,688da4aa56cd4d67b0bfa01c,umap_2_hdbscan_3
fraudulent transaction review,0,688da4aa56cd4d67b0bfa01d,umap_2_hdbscan_3
direct debit failure,3,688da4aa56cd4d67b0bfa01e,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4aa56cd4d67b0bfa01f,umap_2_hdbscan_3
fail direct debit,2,688da4aa56cd4d67b0bfa020,umap_2_hdbscan_3
direct deposit delay,6,688da4aa56cd4d67b0bfa021,umap_2_hdbscan_3
direct deposit issue,5,688da4aa56cd4d67b0bfa022,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4aa56cd4d67b0bfa023,umap_2_hdbscan_3
unrecognized charge dispute,4,688da4aa56cd4d67b0bfa024,umap_2_hdbscan_3
direct debit failure,3,688da4aa56cd4d67b0bfa025,umap_2_hdbscan_3
recur charge inquiry,8,688da4aa56cd4d67b0bfa026,umap_2_hdbscan_3
card activation issue,10,688da4aa56cd4d67b0bfa027,umap_2_hdbscan_3
deposit processing issue,12,688da4aa56cd4d67b0bfa028,umap_2_hdbscan_3
card activation issue,10,688da4aa56cd4d67b0bfa029,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4aa56cd4d67b0bfa02a,umap_2_hdbscan_3
direct deposit inquiry,-1,688da4aa56cd4d67b0bfa02b,umap_2_hdbscan_3
card activation failure,10,688da4aa56cd4d67b0bfa02c,umap_2_hdbscan_3
direct deposit delay,6,688da4aa56cd4d67b0bfa02d,umap_2_hdbscan_3
direct deposit delay,6,688da4aa56cd4d67b0bfa02e,umap_2_hdbscan_3
direct deposit review,6,688da4ab56cd4d67b0bfa02f,umap_2_hdbscan_3
card delivery error,10,688da4ab56cd4d67b0bfa030,umap_2_hdbscan_3
direct deposit issue,5,688da4ab56cd4d67b0bfa031,umap_2_hdbscan_3
card decline issue,10,688da4ab56cd4d67b0bfa032,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa033,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ab56cd4d67b0bfa034,umap_2_hdbscan_3
unauthorized transaction inquiry,4,688da4ab56cd4d67b0bfa035,umap_2_hdbscan_3
deposit discrepancy issue,12,688da4ab56cd4d67b0bfa036,umap_2_hdbscan_3
direct debit failure,3,688da4ab56cd4d67b0bfa037,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa038,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa039,umap_2_hdbscan_3
direct deposit error,6,688da4ab56cd4d67b0bfa03a,umap_2_hdbscan_3
payment issue investigation,13,688da4ab56cd4d67b0bfa03b,umap_2_hdbscan_3
card decline issue,10,688da4ab56cd4d67b0bfa03c,umap_2_hdbscan_3
deposit issue investigation,12,688da4ab56cd4d67b0bfa03d,umap_2_hdbscan_3
fraudulent transaction block,0,688da4ab56cd4d67b0bfa03e,umap_2_hdbscan_3
direct deposit inquiry,6,688da4ab56cd4d67b0bfa03f,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa040,umap_2_hdbscan_3
travel card block,10,688da4ab56cd4d67b0bfa041,umap_2_hdbscan_3
direct deposit delay,6,688da4ab56cd4d67b0bfa042,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa043,umap_2_hdbscan_3
upi transfer block,11,688da4ab56cd4d67b0bfa044,umap_2_hdbscan_3
fraudulent transaction block,0,688da4ab56cd4d67b0bfa045,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa046,umap_2_hdbscan_3
direct debit block,3,688da4ab56cd4d67b0bfa047,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ab56cd4d67b0bfa048,umap_2_hdbscan_3
direct deposit issue,5,688da4ab56cd4d67b0bfa049,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ab56cd4d67b0bfa04a,umap_2_hdbscan_3
card decline issue,10,688da4ab56cd4d67b0bfa04b,umap_2_hdbscan_3
misdeliver debit card,9,688da4ab56cd4d67b0bfa04c,umap_2_hdbscan_3
fraudulent transaction claim,0,688da4ac56cd4d67b0bfa04d,umap_2_hdbscan_3
direct debit failure,3,688da4ac56cd4d67b0bfa04e,umap_2_hdbscan_3
statement discrepancy inquiry,13,688da4ac56cd4d67b0bfa04f,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ac56cd4d67b0bfa050,umap_2_hdbscan_3
direct deposit issue,5,688da4ac56cd4d67b0bfa051,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa052,umap_2_hdbscan_3
recur charge inquiry,8,688da4ac56cd4d67b0bfa053,umap_2_hdbscan_3
payment issue resolution,13,688da4ac56cd4d67b0bfa054,umap_2_hdbscan_3
decline transaction issue,-1,688da4ac56cd4d67b0bfa055,umap_2_hdbscan_3
direct debit failure,3,688da4ac56cd4d67b0bfa056,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ac56cd4d67b0bfa057,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa058,umap_2_hdbscan_3
direct deposit issue,5,688da4ac56cd4d67b0bfa059,umap_2_hdbscan_3
subscription dispute inquiry,7,688da4ac56cd4d67b0bfa05a,umap_2_hdbscan_3
subscription charge inquiry,7,688da4ac56cd4d67b0bfa05b,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa05c,umap_2_hdbscan_3
payment processing issue,13,688da4ac56cd4d67b0bfa05d,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ac56cd4d67b0bfa05e,umap_2_hdbscan_3
account access issue,-1,688da4ac56cd4d67b0bfa05f,umap_2_hdbscan_3
unauthorized subscription charge,4,688da4ac56cd4d67b0bfa060,umap_2_hdbscan_3
upi transfer failure,11,688da4ac56cd4d67b0bfa061,umap_2_hdbscan_3
deposit issue investigation,12,688da4ac56cd4d67b0bfa062,umap_2_hdbscan_3
direct debit failure,3,688da4ac56cd4d67b0bfa063,umap_2_hdbscan_3
payment processing issue,13,688da4ac56cd4d67b0bfa064,umap_2_hdbscan_3
account balance discrepancy,-1,688da4ac56cd4d67b0bfa065,umap_2_hdbscan_3
dispute charge inquiry,1,688da4ac56cd4d67b0bfa066,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ac56cd4d67b0bfa067,umap_2_hdbscan_3
upi transfer failure,11,688da4ac56cd4d67b0bfa068,umap_2_hdbscan_3
subscription charge inquiry,7,688da4ac56cd4d67b0bfa069,umap_2_hdbscan_3
direct deposit delay,6,688da4ac56cd4d67b0bfa06a,umap_2_hdbscan_3
fraudulent charge review,1,688da4ad56cd4d67b0bfa06b,umap_2_hdbscan_3
direct deposit inquiry,-1,688da4ad56cd4d67b0bfa06c,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ad56cd4d67b0bfa06d,umap_2_hdbscan_3
card activation issue,10,688da4ad56cd4d67b0bfa06e,umap_2_hdbscan_3
direct debit failure,3,688da4ad56cd4d67b0bfa06f,umap_2_hdbscan_3
unrecognized charge dispute,4,688da4ad56cd4d67b0bfa070,umap_2_hdbscan_3
deposit hold issue,12,688da4ad56cd4d67b0bfa071,umap_2_hdbscan_3
fraudulent transaction claim,0,688da4ad56cd4d67b0bfa072,umap_2_hdbscan_3
unauthorized charge inquiry,4,688da4ad56cd4d67b0bfa073,umap_2_hdbscan_3
payroll deposit delay,6,688da4ad56cd4d67b0bfa074,umap_2_hdbscan_3
decline transaction issue,-1,688da4ad56cd4d67b0bfa075,umap_2_hdbscan_3
fraudulent access attempt,0,688da4ad56cd4d67b0bfa076,umap_2_hdbscan_3
subscription charge dispute,7,688da4ad56cd4d67b0bfa077,umap_2_hdbscan_3
direct deposit delay,6,688da4ad56cd4d67b0bfa078,umap_2_hdbscan_3
direct debit block,3,688da4ad56cd4d67b0bfa079,umap_2_hdbscan_3
mortgage payment rejection,-1,688da4ad56cd4d67b0bfa07a,umap_2_hdbscan_3
direct debit failure,3,688da4ad56cd4d67b0bfa07b,umap_2_hdbscan_3
direct deposit delay,6,688da4ad56cd4d67b0bfa07c,umap_2_hdbscan_3
direct debit failure,3,688da4ad56cd4d67b0bfa07d,umap_2_hdbscan_3
miss direct deposit,6,688da4ad56cd4d67b0bfa07e,umap_2_hdbscan_3
deposit issue inquiry,12,688da4ad56cd4d67b0bfa07f,umap_2_hdbscan_3
fraudulent transaction dispute,0,688da4ad56cd4d67b0bfa080,umap_2_hdbscan_3
subscription dispute,7,688da4ad56cd4d67b0bfa081,umap_2_hdbscan_3
recur charge inquiry,8,688da4ad56cd4d67b0bfa082,umap_2_hdbscan_3
direct deposit delay,6,688da4ad56cd4d67b0bfa083,umap_2_hdbscan_3
direct debit failure,3,688da4ad56cd4d67b0bfa084,umap_2_hdbscan_3
otp delivery failure,11,688da4ad56cd4d67b0bfa085,umap_2_hdbscan_3
unauthorized subscription dispute,4,688da4ad56cd4d67b0bfa086,umap_2_hdbscan_3
debit card decline,9,688da4ad56cd4d67b0bfa087,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ad56cd4d67b0bfa088,umap_2_hdbscan_3
charge dispute inquiry,8,688da4ad56cd4d67b0bfa089,umap_2_hdbscan_3
card decline issue,10,688da4ae56cd4d67b0bfa08a,umap_2_hdbscan_3
deposit posting delay,12,688da4ae56cd4d67b0bfa08b,umap_2_hdbscan_3
subscription dispute,7,688da4ae56cd4d67b0bfa08c,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa08d,umap_2_hdbscan_3
deposit delay issue,12,688da4ae56cd4d67b0bfa08e,umap_2_hdbscan_3
fraudulent charge dispute,1,688da4ae56cd4d67b0bfa08f,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa090,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa091,umap_2_hdbscan_3
unauthorized charge inquiry,4,688da4ae56cd4d67b0bfa092,umap_2_hdbscan_3
direct debit failure,3,688da4ae56cd4d67b0bfa093,umap_2_hdbscan_3
direct debit rejection,3,688da4ae56cd4d67b0bfa094,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa095,umap_2_hdbscan_3
deposit delay issue,12,688da4ae56cd4d67b0bfa096,umap_2_hdbscan_3
subscription charge inquiry,7,688da4ae56cd4d67b0bfa097,umap_2_hdbscan_3
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa098,umap_2_hdbscan_3
fail direct debit,2,688da4ae56cd4d67b0bfa099,umap_2_hdbscan_3
card decline issue,10,688da4ae56cd4d67b0bfa09a,umap_2_hdbscan_3
